,시군구,약국명칭,주소,전화번호
4450,용산구,메디팜한진약국,서울특별시 용산구 이촌동 203번지 17호,
4451,용산구,사랑온누리약국,,02-796-9508
4452,용산구,메디팜미래로약국,,
4453,용산구,정문약국,서울특별시 용산구 한남1동 638-11,
4454,용산구,승현약국,,
4455,용산구,신명약국,서울특별시 용산구 후암동 244-80,754-9854
4456,용산구,동오약국,,
4457,용산구,보림사약국,서울특별시 용산구 용산동3가 1-1,
4458,용산구,가정약국,서울특별시 용산구 청파동1가 140-3,
4459,용산구,신태양약국,,
4460,용산구,구온누리약국,서울특별시 용산구 서계동 266-73 힐타워빌딩 1층,
4461,용산구,세일약국,,
4462,용산구,다니엘약국,서울특별시 용산구 한강로3가 40-876,
4463,용산구,구일온누리약국,,
4464,용산구,용약국,,
4465,용산구,효창약국,서울특별시 용산구 효창동 5번지 219호,2611-2789
4466,용산구,보현온누리약국,,02-775-1981
4467,용산구,신효창프라자약국,서울특별시 용산구 효창동 80,
4468,용산구,건강한약국,서울특별시 용산구 청파동2가 1-17,
4469,용산구,메디팜최약국,서울특별시 용산구 청파동1가 154번지 32호,02-715-6009
4470,용산구,참온누리약국,서울특별시 용산구 후암동 415번지 35호,754-5682
4471,용산구,메디팜나은약국,서울특별시 용산구 한강로1가 64번지 대우월드마크용산 1층 110호,373-8068
4472,용산구,문약국,서울특별시 용산구 한남동 261번지 6호 205호,793-2296
4473,용산구,연희온누리약국,,3273-7778
4474,용산구,서울중앙약국,서울특별시 용산구 동자동 43-205 1층 역사내,
4475,용산구,분홍약국,,070-4234-8203
4476,용산구,우리서울약국,,02-3785-1233
4477,용산구,부자약국,서울특별시 용산구 한남동 619번지 3호,
4478,용산구,새무림약국,,
4479,용산구,새건우약국,,
4480,용산구,보승약국,서울특별시 용산구 보광동 265번지 411호,
4481,용산구,백경약국,,
4482,용산구,소아건강약국,서울특별시 용산구 서계동 223번지 8호,
4483,용산구,대한당약국,,
4484,용산구,한라약국,이태원동 131번지 3호,795-7603
4485,용산구,푸른약국,서울특별시 용산구 후암동 105-5 1층,
4486,용산구,래미안스타약국,,02-2088-3335
4487,용산구,다나약국,서울특별시 용산구 추암동 105-69 1층,
4488,용산구,보광프라자약국,서울특별시 용산구 보광동 280-3,
4489,용산구,임상약국,,
4490,용산구,실로암약국,,
4491,용산구,정화약국,서울특별시 용산구 갈월동 56-5,
4492,용산구,원효종로엠약국,서울특별시 용산구 원효로2가 91-7,
4493,용산구,우정약국,,
4494,용산구,세계약국,서울특별시 용산구 원효로2가 84-10,
4495,용산구,신세계약국,서울특별시 용산구 보광동 216-100,
4496,용산구,금보약국,서울특별시 용산구 산천동 202번지 상가1층 110호,02-718-3673
4497,용산구,신용산수약국,,02-2077-1122
4498,용산구,센트럴파란문약국,,02-3785-3365
4499,용산구,양지약국,서울특별시 용산구 이촌동 300번지 25호,027938253
4500,용산구,양지약국,,793-8253
4501,용산구,기영약국,서울특별시 용산구 한남동 657번지 102호,797-7770
4502,용산구,서안약국,서울특별시 용산구 효창동 5번지 585호,713-3757
4503,용산구,시티온누리약국,서울특별시 용산구 갈월동 89번지 9호,
4504,용산구,남선약국,,798-7460
4505,용산구,행복을주는약국,서울특별시 용산구 도원동 28번지,
4506,용산구,용산약국,서울특별시 용산구 한강로2가 191번지,
4507,용산구,예사랑약국,서울특별시 용산구 용산동6가 69번지 167호 신동아쇼핑센타 103호,3477-7500
4508,용산구,전약국,,797-9834
4509,용산구,나음약국,,02-6402-1155
4510,용산구,현대온누리약국,서울특별시 용산구 이촌동 300번지 15호,795-9842
4511,용산구,소아제일약국,서울특별시 용산구 서계동 223번지 18호,711-2223
4512,용산구,한남더힐한약국,,027970120
4513,용산구,명진당약국,,02-717-5603
4514,용산구,정다운약국,,02-2237-0388
4515,용산구,힐링약국,서울특별시 용산구 용산동2가 27번지 4호,02-797-1175
4516,용산구,하이약국,,
4517,용산구,민약국,서울특별시 용산구 한강로3가 40번지 999호 용산역,
4518,용산구,우리약국,서울특별시 용산구 한강로3가 40번지 999호 용산역,2012-1507
4519,용산구,공감365온누리약국,서울특별시 용산구 한강로2가 424번지 아모레퍼시픽,
4520,용산구,카카오약국 cacao pharmacy,,02-790-7527
4521,용산구,미라클약국,서울특별시 용산구 갈월동 101번지 41호,07077236050
4522,용산구,이촌사랑약국,서울특별시 용산구 이촌동 301번지 263호 렉스상가,02-794-1687
4523,용산구,팜그린약국,,02-3273-1553
4524,용산구,용산오늘약국,,02-6390-7377
4525,용산구,대학약국,,02-795-4549
4526,용산구,희망약국,,02-703-0120
4527,용산구,2층써밋약국,,02-797-8920
4528,용산구,다정약국,서울특별시 용산구 동자동 19-40 남영빌딩 1층,6497-2899
4529,용산구,삼정약국,,712-4941
4530,용산구,새평화약국,,02-3789-4904
4531,은평구,대학약국,서울특별시 은평구 진관동 100번지 은평헤스티아,02-388-8825
4532,은평구,메디팜상록약국,서울특별시 은평구 구산동 200번지 3호,02-355-0050
4533,은평구,아람한약국,서울특별시 은평구 응암1동 111번지 48호,
4534,은평구,메디팜건강약국,서울특별시 은평구 수색동 366번지 3호,02-387-7265
4535,은평구,건강밝은약국,서울특별시 은평구 대조동 198번지 10호,388-4253
4536,은평구,올리브약국,서울특별시 은평구 응암동 103번지 25호,359-3841
4537,은평구,신사프라자약국,,02-351-4542
4538,은평구,다정한약국,서울특별시 은평구 역촌동 62번지 3호,356-6588
4539,은평구,온누리우리약국,,02-384-3399
4540,은평구,서부새생명약국,서울특별시 은평구 역촌1동 19번지 53호,385-3685
4541,은평구,예일태평양약국,서울특별시 은평구 구산동 1번지 1호,389-8383
4542,은평구,은평프라자약국,서울특별시 은평구 신사동 339번지 11호,308-9982
4543,은평구,메디팜승윤약국,서울특별시 은평구 신사2동 41번지 1호,302-0726
4544,은평구,한마음약국,서울특별시 은평구 신사동 40번지 3호,309-1881
4545,은평구,태평양약국,서울특별시 은평구 갈현1동 395번지 7호,383-1178
4546,은평구,왕약국,서울특별시 은평구 응암동 87번지 10호,352-7533
4547,은평구,우리약국,서울특별시 은평구 불광동 8번지 4호,387-3980
4548,은평구,미도파약국,서울특별시 은평구 증산동 167번지 1호,308-8887
4549,은평구,팜스토리약국,서울특별시 은평구 응암동 90번지 1호 은평이마트,02-356-8352
4550,은평구,시민약국,서울특별시 은평구 응암동 98번지 65호 은경빌딩,02-359-2448
4551,은평구,세계로약국,서울특별시 은평구 불광1동 281번지 12호,355-0513
4552,은평구,밝은미소약국,서울특별시 은평구 신사동 16번지 22호 103호,02-359-5001
4553,은평구,진호메디칼약국,서울특별시 은평구 대조동 14번지 18호,353-5172
4554,은평구,연도약국,서울특별시 은평구 응암1동 98번지 48호,355-1534
4555,은평구,이레약국,서울특별시 은평구 불광동 274번지 11호,359-1945
4556,은평구,더 행복약국,서울특별시 은평구 응암동 76번지 2호 삼영빌딩 1층,02-387-3515
4557,은평구,태평양리드팜약국,서울특별시 은평구 응암동 578번지 16호 1층,02-307-7003
4558,은평구,행복이꽃피는약국,서울특별시 은평구 신사동 335번지 27호,308-7475
4559,은평구,세원약국,서울특별시 은평구 신사동 20번지 8호,02-359-5643
4560,은평구,신세계약국,,02-385-6537
4561,은평구,온누리민생약국,,02-356-5139
4562,은평구,건강한세상약국,서울특별시 은평구 증산동 158번지 21호,02-376-1824
4563,은평구,우리들약국,서울특별시 은평구 역촌2동 83번지 1호,02-356-1530
4564,은평구,연서메디칼약국,서울특별시 은평구 불광3동 310번지 24호,02-357-9725
4565,은평구,코코약국,서울특별시 은평구 녹번동 21번지 269호 힐스테이트 녹번,
4566,은평구,제안약국,서울특별시 은평구 구산동 23번지 33호,02-387-5652
4567,은평구,푸른약국,서울특별시 은평구 구산동 202번지 2호,358-8141
4568,은평구,메디칼약국,서울특별시 은평구 녹번동 83번지 59호,02-386-4251
4569,은평구,영창당약국,서울특별시 은평구 대조동 185번지 28호,02-355-2039
4570,은평구,메디팜대원약국,서울특별시 은평구 역촌1동 42번지 60호,387-8492
4571,은평구,기림약국,서울특별시 은평구 응암동 397번지 80호,373-9725
4572,은평구,정문온누리약국,서울특별시 은평구 녹번동 117번지 111호,549-3009
4573,은평구,초록약국,서울특별시 은평구 증산동 223-47,373-4190
4574,은평구,조일약국,서울특별시 은평구 불광동 131번지 17호,02-384-3594
4575,은평구,초원약국,서울특별시 은평구 응암동 103번지 29호,6326-4986
4576,은평구,사과나무약국,서울특별시 은평구 갈현동 449번지 3호,02-385-6435
4577,은평구,우리생한약국,서울특별시 은평구 역촌동 1번지 10호 1층,02)351-4425
4578,은평구,수색태평양약국,서울특별시 은평구 수색동 102번지 20호 103호,307-7579
4579,은평구,다온약국,,02-389-6182
4580,은평구,소원약국,서울특별시 은평구 수색동 106번지 1호,02-355-5362
4581,은평구,이화약국,서울특별시 은평구 불광3동 90번지 60호,02-384-3399
4582,은평구,영약국,서울특별시 은평구 응암1동 98번지 68호,02-358-4290
4583,은평구,유승약국,서울특별시 은평구 대조동 89번지 194호,02-387-8626
4584,은평구,희래약국,서울특별시 은평구 갈현2동 529번지 35호,02-373-9725
4585,은평구,메디팜경약국,서울특별시 은평구 응암2동 419번지 158호,02-388-0014
4586,은평구,형제약국,서울특별시 은평구 응암4동 589번지 34호,02-373-9725
4587,은평구,메디팜삼보약국,서울특별시 은평구 불광2동 87번지 3호,02-354-7475
4588,은평구,성환약국,서울특별시 은평구 역촌1동 37번지 1호,02-308-6331
4589,은평구,희망약국,서울특별시 은평구 대조동 224번지 26호,02-3157-7646
4590,은평구,유진약국,서울특별시 은평구 갈현동 469번지 18호,02-384-8877
4591,은평구,은평제일약국,서울특별시 은평구 불광동 554번지 1호 1층,02-359-1331
4592,은평구,새서울약국,서울특별시 은평구 대조동 226번지 3호 1층,02-355-6420
4593,은평구,오온누리약국,서울특별시 은평구 역촌동 17번지 18호 1층,02-701-7063
4594,은평구,노벨온누리약국,서울특별시 은평구 역촌동 85번지 41호,02-357-7070
4595,은평구,비타민약국,서울특별시 은평구 응암3동 603번지 59호,3086464
4596,은평구,새응암온누리약국,서울특별시 은평구 응암동 599번지 24호 1층,02-6414-848
4597,은평구,청우약국,서울특별시 은평구 응암동 89번지 1호,02-389-6772
4598,은평구,사랑온누리약국,,356-8875
4599,은평구,큰사랑약국,서울특별시 은평구 응암4동 603번지 61호,374-3075
4600,은평구,새봄약국,서울특별시 은평구 신사동 19번지 153호 1층,02-353-6384
4601,은평구,보건약국,,02-373-9508
4602,은평구,이층약국,서울특별시 은평구 역촌동 85번지 12호 센타폴리스 205상가호,02-6085-0466
4603,은평구,김연수,서울특별시 은평구 불광동 314번지 34호,
4604,은평구,연신내메디칼약국,서울특별시 은평구 불광동 308번지 10호 타워크리닉 104호,02-355-6543
4605,은평구,장수약국,서울특별시 은평구 응암2동 427번지 125호,02-359-7098
4606,은평구,함께하는약국,서울특별시 은평구 수색동 368번지 5호 수색로 250-1,02-375-1846
4607,은평구,제일프라자약국,서울특별시 은평구 역촌동 55번지 35호 303호,02-388-0780
4608,은평구,혜인약국,,02-302-1783
4609,은평구,가나약국,,02-352-5088
4610,은평구,하늘약국,,02-358-4290
4611,은평구,호호약국,서울특별시 은평구 역촌동 1번지 1호,02-358-1236
4612,은평구,뉴타운메디컬약국,,02-357-0777
4613,은평구,상일약국,서울특별시 은평구 갈현동 428번지 4호,492-8808
4614,은평구,솔빛약국,서울특별시 은평구 갈현동 450번지 7호,358-8880
4615,은평구,맑은약국,서울특별시 은평구 진관동 81번지 은평뉴타운우물골 253동 104호,389-0875
4616,은평구,행복한약국,서울특별시 은평구 응암동 427번지 131호,383-8332
4617,은평구,경하프라자약국,서울특별시 은평구 구산동 196번지 3호,02-385-7271
4618,은평구,구산이화약국,,02-353-1218
4619,은평구,불광프라자약국,서울특별시 은평구 대조동 12번지 2호,388-1222
4620,은평구,소망온누리약국,서울특별시 은평구 응암동 747번지 30호,373-6288
4621,은평구,수강약국,서울특별시 은평구 역촌2동 54번지 6호,387-3329
4622,은평구,일호약국,서울특별시 은평구 구산동 202번지 1호,354-1012
4623,은평구,은빛약국,서울특별시 은평구 갈현1동 392번지 26호,355-5362
4624,은평구,수정약국,서울특별시 은평구 응암1동 103번지 1호,383-4613
4625,은평구,하나로약국,서울특별시 은평구 불광3동 356번지 29호,388-6397
4626,은평구,믿음메디칼약국,서울특별시 은평구 응암3동 577번지 40호,303-0544
4627,은평구,바로약국,,02-358-5755
4628,은평구,정문온누리약국,서울특별시 은평구 녹번동 117번지 111호,5493003
4629,은평구,베드로약국,서울특별시 은평구 대조동 15번지 34호,357-8625
4630,은평구,밝은약국,서울특별시 은평구 대조동 12번지 12호,02-386-7585
4631,은평구,아름다운달과별약국,서울특별시 은평구 갈현동 396번지 12호,02-3157-2088
4632,은평구,신복약국,,353-9449
4633,은평구,중앙약국,서울특별시 은평구 갈현동 394번지 6호,355-7593
4634,은평구,상쾌한온누리약국,서울특별시 은평구 역촌동 14번지 7호,382-6602
4635,은평구,홍문약국,서울특별시 은평구 불광1동 281번지 100호,3590332
4636,은평구,연신우리약국,서울특별시 은평구 대조동 185번지 6호,02-382-6229
4637,은평구,미르약국,,303-7933
4638,은평구,튼튼약국,서울특별시 은평구 대조동 38번지 19호,02-356-7950
4639,은평구,예사랑온누리약국,서울특별시 은평구 역촌동 219번지,358-6226
4640,은평구,솔약국,서울특별시 은평구 진관동 6번지 은평뉴타운상림마을 702동 113호,02-355-5304
4641,은평구,조아약국,,02-373-7525
4642,은평구,대우약국,서울특별시 은평구 대조동 4번지 1호,387-8626
4643,은평구,시장약국,서울특별시 은평구 불광동 314번지 34호,02-389-4222
4644,은평구,수플러스온누리약국,서울특별시 은평구 대조동 224번지 15호,353-4531
4645,은평구,열린약국,,355-3464
4646,은평구,은평오렌지약국,서울특별시 은평구 진관동 72번지,02-389-5553
4647,은평구,신보광사약국,서울특별시 은평구 대조동 14번지 10호,355-4347
4648,은평구,은평메디칼약국,,02-359-4549
4649,은평구,조은약국,,02-381-6135
4650,은평구,은나라약국,서울특별시 은평구 갈현동 451번지 2호,358-8778
4651,은평구,고은약국,서울특별시 은평구 신사1동 29번지 120호,303-7311
4652,은평구,조은백화점약국,서울특별시 은평구 응암4동 590번지 4호,304-6100
4653,은평구,늘푸른약국,서울특별시 은평구 갈현1동 395번지 2호,357-4648
4654,은평구,청수약국,서울특별시 은평구 녹번동 131번지 154호,355-6366
4655,은평구,가람약국,서울특별시 은평구 진관동 100번지 은평헤스티아,
4656,은평구,해오름온누리약국,서울특별시 은평구 응암동 577번지 16호,02-303-8077
4657,은평구,연신내영재약국,서울특별시 은평구 불광2동 308번지 10호,02-382-8123
4658,은평구,정다운약국,,02-387-8547
4659,은평구,한겨레약국,서울특별시 은평구 갈현동 456번지 36호,353-4005
4660,은평구,보은당약국,서울특별시 은평구 응암동 402번지 74호 1층,02-374-8683
4661,은평구,동산약국,서울특별시 은평구 갈현동 393번지 2호,02-353-5006
4662,은평구,우리사랑약국,서울특별시 은평구 응암동 110번지 9호 메트로럭스주상복합APT 103호,02-352-4966
4663,은평구,응암프라자약국,서울특별시 은평구 응암동 601번지 69호,303-3693
4664,은평구,새종로약국,서울특별시 은평구 응암동 365번지 9호,02-302-0212
4665,은평구,명성약국,서울특별시 은평구 대조동 187번지 53호,02-353-8845
4666,은평구,태경성모약국,,02-389-2999
4667,은평구,연세스타약국,,02-389-7255
4668,은평구,한솔약국,서울특별시 은평구 신사동 8번지 18호,02-386-5917
4669,은평구,이정약국,서울특별시 은평구 갈현2동 255번지,02-354-2195
4670,은평구,해맑은약국,,306-7555
4671,은평구,천사약국,,02-359-5005
4672,은평구,은혜성모약국,서울특별시 은평구 진관동 100번지 은평헤스티아,
4673,은평구,봄약국,서울특별시 은평구 증산동 209번지 7호,02-372-3915
4674,은평구,성민약국,,02-359-8539
4675,은평구,남대문약국,서울특별시 은평구 갈현동 425번지 2호,02-351-3668
4676,은평구,수민약국,서울특별시 은평구 대조동 198번지 4호,02-352-3177
4677,은평구,유성약국,서울특별시 은평구 대조동 6번지 5호,02-352-3119
4678,은평구,선우약국,서울특별시 은평구 신사동 21번지 1호,02-302-5583
4679,은평구,참조은약국,서울특별시 은평구 증산동 169번지 35호,306-7119
4680,은평구,속편한약국,서울특별시 은평구 갈현2동 496번지 1호,356-9200
4681,은평구,청구프라자약국,서울특별시 은평구 갈현1동 403번지 9호,389-3825
4682,은평구,성실약국,서울특별시 은평구 역촌2동 228번지 12호,354-1388
4683,은평구,고일약국,서울특별시 은평구 증산동 176번지 17호,303-9715
4684,은평구,메디팜새경약국,서울특별시 은평구 역촌2동 54번지 24호,359-2720
4685,은평구,갑진약국,서울특별시 은평구 수색동 109번지 1호,372-6931
4686,은평구,세종약국,서울특별시 은평구 대조동 12번지 29호,384-1545
4687,은평구,튼튼약국,서울특별시 은평구 녹번동 21번지 134호 래미안베라힐즈,356-7950
4688,은평구,수약국,서울특별시 은평구 녹번동 193번지 1층,02-385-3322
4689,은평구,동환약국,서울특별시 은평구 역촌동 44번지 29호,383-8869
4690,은평구,비타민약국,서울특별시 은평구 응암3동 603번지 59호,308-6464
4691,은평구,햇살약국,,387-5358
4692,은평구,연신종로약국,서울특별시 은평구 불광동 353번지 66호,359-4341
4693,은평구,미르약국,,303-7933
4694,은평구,구세약국,,02-372-2705~6
4695,은평구,은평자연약국,서울특별시 은평구 갈현동 469번지 1호,389-1101
4696,은평구,예진약국,서울특별시 은평구 역촌동 54번지 8호,02-355-2475
4697,은평구,불광온누리약국,서울특별시 은평구 불광동 281번지 108호,359-0391
4698,은평구,은평온누리약국,서울특별시 은평구 응암동 96번지 1호,3157-5236
4699,은평구,신명약국,서울특별시 은평구 응암동 61번지 6호,387-2070
4700,은평구,신사새서울약국,서울특별시 은평구 신사1동 20번지 24호,355-1066
4701,은평구,효제메디컬 약국,,389-3844
4702,은평구,불광우리들약국,서울특별시 은평구 불광동 285번지 27호,354-5775
4703,은평구,안녕약국,서울특별시 은평구 불광동 222번지 1호 불광빌딩,02-352-4079
4704,은평구,정온누리약국,,352-1745
4705,은평구,원약국,서울특별시 은평구 응암동 89번지 19호,02-388-6700
4706,은평구,태정온누리약국,서울특별시 은평구 진관동 70번지 108109호,357-0263
4707,은평구,하나약국,,388-1600
4708,은평구,유정약국,서울특별시 은평구 불광동 320번지 1호,355-6270
4709,은평구,디엠씨4번출구약국,서울특별시 은평구 증산동 223번지 25호 1층  003호,2039-0190
4710,은평구,새우리약국,서울특별시 은평구 대조동 15번지 9호,
4711,은평구,주차편한약국,서울특별시 은평구 진관동 100번지 은평헤스티아,
4712,은평구,신우리약국,서울특별시 은평구 신사동 228번지 7호,375-0073
4713,은평구,정다운온누리약국,서울특별시 은평구 갈현동 451번지 1호,02-388-1226
4714,은평구,대림약국,서울특별시 은평구 수색동 415번지 대림한숲타운아파트상가동 101호,374-2046
4715,은평구,하이팜약국,서울특별시 은평구 진관동 63번지 롯데마트은평점 2층,2097-2659
4716,은평구,온누리연세약국,서울특별시 은평구 갈현동 462번지 49호,02-352-2086
4717,은평구,열린프라자약국,서울특별시 은평구 불광동 267번지 1호,3157-0079
4718,은평구,은평천사약국,서울특별시 은평구 진관동 62번지 은평스카이뷰자이,02-356-7304
4719,은평구,큰사랑온누리약국,서울특별시 은평구 구산동 2번지 36호 세웅그룹빌딩,02-356-3393
4720,은평구,365구생약국,서울특별시 은평구 대조동 6번지 9호 101호 102호,02-353-1144
4721,은평구,온누리새소망약국,서울특별시 은평구 수색동 415번지 1호 1-3호 2-2,02-309-3771
4722,은평구,연세희망약국,서울특별시 은평구 갈현동 462번지 54호,02-353-3589
4723,은평구,애플약국,서울특별시 은평구 진관동 81번지 253동 상가B106,02-356-1218
4724,은평구,건강한약국,서울특별시 은평구 진관동 81번지 253동상가 B105호,352-1658
4725,은평구,사랑약국,서울특별시 은평구 녹번동 233번지,02-388-8426
4726,은평구,성모자이약국,서울특별시 은평구 진관동 62번지 은평스카이뷰자이,
4727,은평구,신바오로약국,서울특별시 은평구 진관동 100번지 은평헤스티아,
4728,은평구,성모제일약국,서울특별시 은평구 진관동 100번지 은평헤스티아,
4729,은평구,어진온누리약국,서울특별시 은평구 진관동 74번지,389-7239
4730,은평구,가톨릭정문약국,서울특별시 은평구 진관동 50번지,02-389-9846
4731,은평구,불광다올약국,서울특별시 은평구 불광동 281번지 104호,02-351-3090
4732,은평구,가까운우리약국,서울특별시 은평구 진관동 50번지,
4733,은평구,신일약국,서울특별시 은평구 응암동 98번지 1호,02-384-3399
4734,은평구,경희형제한약국,서울특별시 은평구 진관동 20번지 824동 107호,02-386-0609
4735,은평구,홍약국,불광동 308번지 10호,02-382-5435
4736,은평구,봄햇살약국,서울특별시 은평구 대조동 186번지 1호,02-358-1773
4737,은평구,다산약국,서울특별시 은평구 진관동 100번지 은평헤스티아,02-356-8702
4738,은평구,녹번건강약국,서울특별시 은평구 녹번동 21번지 219호,02-357-6780
4739,은평구,청룡중앙약국,서울특별시 은평구 응암동 589번지 1호,308-2067
4740,은평구,참사랑약국,,02-356-7676
4741,은평구,백련산 허준약국,서울특별시 은평구 응암동 601번지 72호,02-302-1550
4742,은평구,증산약국,서울특별시 은평구 증산동 177번지 9호,02-6449-5252
4743,은평구,녹번온누리약국,서울특별시 은평구 녹번동 38번지 29호 유림빌딩,02-352-8755
4744,은평구,바른약국,서울특별시 은평구 불광동 308번지 1호 범서빌딩,02-353-0830
4745,은평구,구파발성모약국,서울특별시 은평구 진관동 100번지 6호 메이플카운티2차,02-384-8887
4746,은평구,곰약국,서울특별시 은평구 역촌동 62번지 1호,02-355-8322
4747,은평구,행복약국,서울특별시 은평구 신사동 22번지 3호,02-303-6637
4748,은평구,건강샘약국,서울특별시 은평구 갈현동 548번지,02-356-6307
4749,은평구,대조약국,서울특별시 은평구 대조동 224번지 24호,02-357-7582
4750,은평구,큰솔약국,서울특별시 은평구 역촌동 44번지 29호 청암빌딩,
4751,은평구,민들레약국,서울특별시 은평구 응암동 598번지 26호,02-376-8552
4752,은평구,365미소약국,서울특별시 은평구 진관동 64번지 은평뉴타운 힐데스하임,02-387-1123
4753,종로구,햇살약국,서울특별시 종로구 창성동 158번지 5호 1층,02-723-5489
4754,종로구,시민약국,서울특별시 종로구 적선동 106-3,02-736-6512
4755,종로구,늘푸른약국,서울특별시 종로구 평동 166번지 2층,02-734-9600
4756,종로구,국제약국,서울특별시 종로구 종로4가 182번지,2275-6068
4757,종로구,숭인다모아약국,서울특별시 종로구 숭인동 56-42외3필지,02-765-5885
4758,종로구,우리약국,서울특별시 종로구 옥인동 170-34,02-738-9179
4759,종로구,신두산약국,서울특별시 종로구 창신1동 264번지,02-747-4541
4760,종로구,한솔약국,서울특별시 종로구 내자동 26번지 한빛빌딩 1층,02-739-3307
4761,종로구,은성약국,서울특별시 종로구 낙원동 62,02-765-4808
4762,종로구,종로프라자약국,서울특별시 종로구 옥인동 19-33,02-736-0806
4763,종로구,현대온누리약국,서울특별시 종로구 계동 140번지 2호 지하1층,02-746-7750
4764,종로구,지영오행당약국,서울특별시 종로구 명륜동2가 71-2  1층,02-766-9438
4765,종로구,금왕약국,서울특별시 종로구 창신1동 131번지 8호,02-763-5493
4766,종로구,동남약국,서울특별시 종로구 종로3가 123-2,02-2273-3233
4767,종로구,열린약국,서울특별시 종로구 종로4가 185번지 12층,02-2264-8210
4768,종로구,신아산약국,서울특별시 종로구 종로5가 2번지 4호 1층,027634600
4769,종로구,새동서약국,서울특별시 종로구 종로5가 138번지 19호,02-2285-1055
4770,종로구,푸른소나무약국,서울특별시 종로구 수송동 58번지 두산위브파빌리온 207호,02-2198-5333
4771,종로구,공생약국,서울특별시 종로구 종로5가 193번지 17호 1층,2273-7826
4772,종로구,신세계약국,서울특별시 종로구 종로3가 123번지,02-945-2636
4773,종로구,플러스약국,서울특별시 종로구 종로2가 75번지 9호 미려빌딩 1층,02-733-4163
4774,종로구,제신약국,서울특별시 종로구 종로6가 272번지 4호 동대문종합시장 D동,2279-7388
4775,종로구,새열린약국,서울특별시 종로구 숭인2동 766번지 종로청계힐스테이트 상가  가동 101호,02-2242-3542
4776,종로구,유성약국,서울특별시 종로구 종로5가182-4,02-2263-9666
4777,종로구,세민약국,서울특별시 종로구 누하동 5 -2,02-739-8851
4778,종로구,한일약국,서울특별시 종로구 예지동 166-1,02-2275-0024
4779,종로구,캐슬온누리약국,서울특별시 종로구 숭인동 76 롯데캐슬 천지인상가 207호,02-3672-0305
4780,종로구,민약국,서울특별시 종로구 내자동 180번지,02-738-8816
4781,종로구,함춘약국,서울특별시 양천구 신정동  327번지 5통 1반 목동신시가지아파트 1314동 502호,02-741-0370
4782,종로구,동호약국,서울특별시 종로구 명륜동 3가 2-3,02-742-4816
4783,종로구,진약국,서울특별시 종로구 돈의동 103-68,02-765-0473
4784,종로구,한독약국,서울특별시 종로구 동숭동 130-65,02-762-4636
4785,종로구,이약국,서울특별시 종로구 창신동 243,02-763-4197
4786,종로구,영화약국,서울특별시 종로구 종로6가 215-56,02-764-4868
4787,종로구,종근당약국,서울특별시 종로구 종로5가 193-2021,02-2274-1311
4788,종로구,사랑약국,서울특별시 종로구 구기동 110번지 1호 요진오피스텔쉐레이 1층 3호,379-5632
4789,종로구,국화약국,서울특별시 종로구 평창동 331번지 쇼핑센타뉴본빌딩 1층,395-9105
4790,종로구,마이팜약국,서울특별시 종로구 무악동 68번지,738-3044~5
4791,종로구,대도약국,서울특별시 종로구 견지동 109번지 1층,02-737-4510
4792,종로구,우정약국,서울특별시 종로구 종로4가 177번지 제우빌딩,02-2277-8567
4793,종로구,종로오가약국,서울특별시 종로구 종로5가 88번지 7호,02-763-8855
4794,종로구,참약국,서울특별시 종로구 서린동 111번지 1호 인주빌딩 606호,02-737-4855
4795,종로구,믿음약국,서울특별시 종로구 창신동 303번지 명제빌딩 지하1층,02-745-6678
4796,종로구,미소약국,서울특별시 종로구 종로3가 10번지 낙원빌딩403호,764-6024
4797,종로구,연약국,서울특별시 종로구 종로3가 28-2 2층,02-743-0799
4798,종로구,충신약국,서울특별시 종로구 충신동 27-36,02-762-9909
4799,종로구,경일약국,서울특별시 종로구 평창동 300-1,02-391-3469
4800,종로구,정민약국,서울특별시 종로구 명륜4가 144,02-763-3248
4801,종로구,새성은약국,서울특별시 종로구 묘동 190번지 1호   103호,02-764-5968
4802,종로구,한마음약국,서울특별시 종로구 원남동 118-1 1층,02-3676-4411
4803,종로구,함춘약국,서울특별시 종로구 연건동 32-2,02-741-0370
4804,종로구,백화점약국,서울특별시 종로구 종로5가 214-1,02-2264-1161
4805,종로구,옥인온누리약국,서울특별시 종로구 적선동 100-1  경복빌딩 103호,02-725-1490
4806,종로구,명륜시장약국,서울특별시 종로구 명륜동1가 16-31,02-747-3443
4807,종로구,종각3층다정약국,서울특별시 종로구 관철동 16번지 5호 3층,02-732-2462
4808,종로구,예은약국,서울특별시 종로구 구기동 95번지 27호 1층,02-379-9920
4809,종로구,봄약국,서울특별시 종로구 창신동 266번지 1호 1층,02-741-9737
4810,종로구,중앙약국,서울특별시 종로구 교남동 7번지 1.2층,02-737-7776
4811,종로구,건강한세상약국,서울특별시 종로구 평동 178 123층지하1층,02-733-7870
4812,종로구,푸른온누리약국,서울특별시 종로구 평동 180,02-720-0333
4813,종로구,삼보약국,서울특별시 종로구 관수동 17번지 1호,02-2279-9230
4814,종로구,삼원약국,서울특별시 종로구 신문로1가 1번지 1호,02-739-9302
4815,종로구,제일약국,서울특별시 종로구 청진동 41번지 2호,02-739-3447
4816,종로구,보람약국,서울특별시 종로구 창신동 330-2,02-766-3366
4817,종로구,대흥사약국,서울특별시 종로구 봉익동 22번지 2호,02-764-4548
4818,종로구,광교약국,서울특별시 종로구 관철동 287,02-734-4690
